time,To
2018-08-06,22.113819444444445
2018-08-07,22.075694444444444
2018-08-08,23.126666666666665
2018-08-09,22.474722222222223
2018-08-10,21.944374999999997
2018-08-11,22.254930555555557
2018-08-12,20.097361111111113
2018-08-13,22.279097222222223
2018-08-14,22.465069444444442
2018-08-15,23.084722222222222
2018-08-16,21.799375
2018-08-17,22.69152777777778
2018-08-18,22.968055555555555
2018-08-19,22.559583333333332
2018-08-20,21.593888888888888
2018-08-21,21.437013888888888
2018-08-22,20.953472222222224
2018-08-23,22.27451388888889
2018-08-24,22.309652777777778
2018-08-25,22.578541666666666
2018-08-26,21.891111111111112
2018-08-27,21.91715277777778
2018-08-28,21.099930555555556
2018-08-29,20.67833333333333
2018-08-30,22.812569444444442
2018-08-31,23.751388888888886
2018-09-01,20.67833333333333
2018-09-02,22.812569444444442
2018-09-03,23.751388888888886
2018-09-04,22.775555555555556
2018-09-05,21.494791666666668
2018-09-06,21.09027777777778
2018-09-07,21.648125
2018-09-08,21.48888888888889
2018-09-09,22.33534722222222
2018-09-10,21.754236111111112
2018-09-11,22.558888888888887
2018-09-12,22.61777777777778
2018-09-13,21.768958333333334
2018-09-14,21.964791666666667
2018-09-15,21.154444444444444
2018-09-16,21.383680555555557
2018-09-17,21.227430555555557
2018-09-18,22.722847222222224
2018-09-19,23.268472222222222
2018-09-20,23.032430555555557
2018-09-21,22.97625
2018-09-22,23.741666666666667
2018-09-23,22.86138888888889
2018-09-24,22.317638888888887
2018-09-25,22.29423611111111
2018-09-26,22.421944444444446
2018-09-27,22.105277777777776
2018-09-28,22.8025
2018-09-29,22.956736111111113
2018-09-30,22.727708333333332
2018-10-01,22.5975
2018-10-02,21.626458333333332
2018-10-03,21.389236111111114
2018-10-04,22.81361111111111
2018-10-05,23.233055555555556
2018-10-06,23.44
2018-10-07,22.639930555555555
2018-10-08,22.045625
2018-10-09,23.06791666666667
2018-10-10,23.277916666666666
2018-10-11,21.627361111111114
2018-10-12,21.869166666666665
2018-10-13,21.89548611111111
2018-10-14,21.44736111111111
2018-10-15,21.89548611111111
2018-10-16,21.44736111111111
2018-10-17,21.309097222222224
2018-10-18,22.25201388888889
2018-10-19,22.182916666666667
2018-10-20,21.391041666666666
2018-10-21,22.18138888888889
2018-10-22,22.60534722222222
2018-10-23,22.304375
2018-10-24,22.106527777777778
2018-10-25,22.43826388888889
2018-10-26,22.871875000000003
2018-10-27,21.540972222222223
2018-10-28,20.996041666666667
2018-10-29,21.49701388888889
2018-10-30,22.120763888888888
2018-10-31,22.520833333333332
2018-11-01,21.66236111111111
2018-11-02,21.107222222222223
2018-11-03,20.89951388888889
2018-11-04,20.617430555555554
2018-11-05,21.019861111111112
2018-11-06,21.457361111111112
2018-11-07,23.07736111111111
2018-11-08,23.259027777777778
2018-11-09,23.016944444444444
2018-11-10,22.50451388888889
2018-11-11,21.137013888888887
2018-11-12,21.961736111111108
2018-11-13,21.367083333333333
2018-11-14,16.070416666666667
2018-11-15,16.253055555555555
2018-11-16,18.315694444444446
2018-11-17,19.249375
2018-11-18,19.195138888888888
2018-11-19,19.544583333333335
2018-11-20,20.434444444444445
2018-11-21,21.388333333333335
2018-11-22,22.028888888888886
2018-11-23,22.070069444444446
2018-11-24,22.360069444444445
2018-11-25,22.062916666666666
2018-11-26,21.033055555555553
2018-11-27,21.024930555555557
2018-11-28,19.688402777777778
2018-11-29,16.772708333333334
2018-11-30,18.529166666666665
2018-12-01,20.751527777777778
2018-12-02,20.604027777777777
2018-12-03,21.378055555555555
2018-12-04,22.224791666666665
2018-12-05,22.320416666666667
2018-12-06,21.20340277777778
2018-12-07,18.394583333333333
2018-12-08,18.22826388888889
2018-12-09,20.00888888888889
2018-12-10,19.686944444444446
2018-12-11,18.394583333333333
2018-12-12,18.22826388888889
2018-12-13,20.00888888888889
2018-12-14,19.686944444444446
2018-12-15,19.017430555555556
2018-12-16,19.199236111111112
2018-12-17,19.087083333333332
2018-12-18,19.868472222222223
2018-12-19,19.811944444444446
2018-12-20,18.694166666666668
2018-12-21,17.411388888888887
2018-12-22,17.81986111111111
2018-12-23,18.333680555555556
2018-12-24,18.510833333333334
2018-12-25,19.701875
2018-12-26,20.256805555555555
2018-12-27,20.374861111111112
2018-12-28,19.77875
2018-12-29,20.654166666666665
2018-12-30,20.72694444444444
2018-12-31,20.23090277777778
